theta1,theta2,theta3,theta4,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.523,0.222,-0.168,-0.668,0.253,0.139,0.262,0.078,-0.292,0.246,0.921,0,0.614,0.522
0.523,0.227,-0.152,-0.682,0.254,0.14,0.258,0.077,-0.289,0.247,0.922,0.001,0.607,0.524
0.523,0.232,-0.137,-0.697,0.255,0.14,0.255,0.077,-0.286,0.247,0.923,0.001,0.601,0.523
0.523,0.242,-0.113,-0.721,0.256,0.141,0.248,0.075,-0.281,0.247,0.924,0,0.59,0.522
0.523,0.247,-0.091,-0.741,0.256,0.141,0.245,0.075,-0.278,0.248,0.925,0.001,0.584,0.524
0.523,0.252,-0.075,-0.755,0.257,0.141,0.242,0.074,-0.276,0.248,0.926,0,0.579,0.523
0.523,0.257,-0.06,-0.77,0.257,0.141,0.238,0.073,-0.273,0.248,0.927,0,0.573,0.523
0.523,0.262,-0.044,-0.785,0.258,0.142,0.235,0.072,-0.27,0.248,0.927,0.001,0.567,0.523
0.523,0.266,-0.028,-0.8,0.258,0.142,0.232,0.072,-0.268,0.248,0.928,0.001,0.562,0.522
0.523,0.271,-0.013,-0.814,0.258,0.142,0.228,0.071,-0.265,0.249,0.929,0,0.556,0.524
0.523,0.281,0.006,-0.834,0.259,0.142,0.222,0.07,-0.26,0.249,0.93,0.001,0.545,0.523
0.523,0.286,0.033,-0.858,0.259,0.142,0.218,0.069,-0.257,0.249,0.931,0.001,0.539,0.523
0.523,0.291,0.049,-0.873,0.259,0.142,0.215,0.068,-0.255,0.249,0.932,0,0.534,0.522
0.523,0.296,0.064,-0.888,0.259,0.142,0.212,0.067,-0.252,0.25,0.933,0.001,0.527,0.524
0.523,0.301,0.08,-0.902,0.259,0.142,0.208,0.067,-0.249,0.25,0.933,0.001,0.522,0.523
0.523,0.305,0.095,-0.917,0.259,0.142,0.205,0.066,-0.247,0.25,0.934,0,0.517,0.523
0.523,0.31,0.11,-0.931,0.259,0.142,0.202,0.065,-0.244,0.25,0.935,0.001,0.51,0.523
0.523,0.32,0.125,-0.946,0.259,0.142,0.196,0.064,-0.239,0.251,0.936,0,0.5,0.524
0.523,0.325,0.156,-0.974,0.258,0.142,0.193,0.063,-0.236,0.251,0.937,0,0.493,0.524
0.523,0.329,0.17,-0.988,0.258,0.142,0.19,0.063,-0.234,0.251,0.937,0.001,0.49,0.523
0.523,0.334,0.186,-1.002,0.258,0.142,0.186,0.062,-0.231,0.251,0.938,0,0.483,0.523
0.523,0.339,0.2,-1.017,0.258,0.142,0.183,0.061,-0.228,0.251,0.939,0,0.476,0.522
0.523,0.343,0.215,-1.03,0.257,0.141,0.181,0.06,-0.226,0.251,0.939,0.001,0.472,0.523
0.523,0.348,0.23,-1.044,0.257,0.141,0.178,0.06,-0.223,0.252,0.94,0,0.466,0.524
0.523,0.357,0.249,-1.063,0.256,0.141,0.172,0.058,-0.218,0.252,0.941,0.001,0.455,0.524
0.523,0.361,0.273,-1.085,0.255,0.14,0.169,0.058,-0.216,0.252,0.942,0,0.451,0.523
0.523,0.366,0.287,-1.099,0.255,0.14,0.166,0.057,-0.213,0.252,0.942,0,0.445,0.523
0.523,0.37,0.301,-1.112,0.254,0.14,0.164,0.056,-0.211,0.252,0.943,0.001,0.44,0.522
0.523,0.375,0.315,-1.125,0.254,0.139,0.161,0.056,-0.209,0.252,0.943,0,0.436,0.522
0.523,0.379,0.329,-1.138,0.253,0.139,0.158,0.055,-0.206,0.253,0.944,0,0.43,0.524
0.523,0.383,0.342,-1.151,0.253,0.139,0.156,0.055,-0.204,0.253,0.944,0.001,0.426,0.524
0.523,0.388,0.356,-1.164,0.252,0.138,0.153,0.054,-0.201,0.253,0.945,0,0.419,0.523
0.523,0.396,0.38,-1.188,0.251,0.138,0.151,0.053,-0.199,0.253,0.945,0.001,0.415,0.523
0.523,0.4,0.395,-1.201,0.25,0.137,0.146,0.052,-0.195,0.253,0.946,0,0.406,0.523
0.523,0.404,0.408,-1.213,0.249,0.137,0.144,0.051,-0.192,0.253,0.947,0.001,0.4,0.522
0.523,0.408,0.42,-1.225,0.248,0.136,0.142,0.051,-0.19,0.253,0.947,0,0.396,0.522
0.523,0.412,0.433,-1.237,0.248,0.136,0.14,0.05,-0.188,0.254,0.948,0.001,0.391,0.524
0.523,0.416,0.445,-1.248,0.247,0.135,0.137,0.05,-0.186,0.254,0.948,0,0.388,0.524
0.523,0.423,0.445,-1.248,0.245,0.135,0.133,0.049,-0.182,0.254,0.949,0.001,0.379,0.523
0.523,0.427,0.481,-1.282,0.245,0.134,0.131,0.048,-0.18,0.254,0.949,0,0.375,0.523
0.523,0.431,0.492,-1.293,0.244,0.134,0.129,0.048,-0.178,0.254,0.95,0.001,0.371,0.522
0.523,0.434,0.504,-1.303,0.243,0.133,0.128,0.047,-0.176,0.254,0.95,0,0.366,0.523
0.523,0.438,0.515,-1.314,0.242,0.133,0.126,0.046,-0.174,0.254,0.95,0.001,0.362,0.523
0.523,0.445,0.529,-1.328,0.241,0.132,0.122,0.045,-0.17,0.254,0.951,0.001,0.354,0.522
0.523,0.448,0.547,-1.344,0.24,0.131,0.121,0.045,-0.168,0.255,0.951,0,0.35,0.524
0.523,0.451,0.557,-1.354,0.239,0.131,0.119,0.045,-0.166,0.255,0.952,0.001,0.346,0.523
0.523,0.454,0.567,-1.363,0.238,0.13,0.118,0.044,-0.165,0.255,0.952,0,0.343,0.523
0.523,0.457,0.577,-1.373,0.238,0.13,0.116,0.044,-0.163,0.255,0.952,0.001,0.339,0.523
0.523,0.46,0.586,-1.382,0.237,0.13,0.115,0.043,-0.161,0.255,0.952,0,0.335,0.523
0.523,0.463,0.595,-1.39,0.236,0.129,0.113,0.043,-0.16,0.255,0.953,0,0.333,0.523
0.523,0.466,0.605,-1.399,0.235,0.129,0.112,0.042,-0.158,0.255,0.953,0.001,0.328,0.523
0.523,0.472,0.622,-1.416,0.234,0.128,0.109,0.041,-0.155,0.255,0.954,0.001,0.322,0.523
0.523,0.474,0.63,-1.424,0.233,0.127,0.108,0.041,-0.153,0.255,0.954,0,0.318,0.522
0.523,0.477,0.639,-1.431,0.232,0.127,0.107,0.041,-0.152,0.255,0.954,0.001,0.316,0.522
0.523,0.479,0.646,-1.439,0.232,0.127,0.106,0.04,-0.151,0.255,0.954,0.001,0.314,0.522
0.523,0.482,0.654,-1.446,0.231,0.126,0.105,0.04,-0.149,0.255,0.954,0,0.31,0.522
0.523,0.484,0.662,-1.453,0.23,0.126,0.104,0.04,-0.148,0.255,0.955,0.001,0.308,0.522
0.523,0.486,0.669,-1.46,0.23,0.126,0.103,0.039,-0.147,0.256,0.955,0.001,0.305,0.524
0.523,0.489,0.676,-1.467,0.229,0.125,0.102,0.039,-0.145,0.256,0.955,0,0.301,0.524
0.523,0.491,0.682,-1.473,0.228,0.125,0.101,0.039,-0.144,0.256,0.955,0.001,0.3,0.524
0.523,0.495,0.695,-1.485,0.227,0.124,0.099,0.038,-0.142,0.256,0.956,0,0.295,0.523
0.523,0.497,0.701,-1.491,0.227,0.124,0.099,0.038,-0.141,0.256,0.956,0,0.293,0.523
0.523,0.498,0.707,-1.496,0.226,0.124,0.098,0.037,-0.14,0.256,0.956,0.001,0.291,0.523
0.523,0.5,0.713,-1.501,0.226,0.123,0.097,0.037,-0.139,0.256,0.956,0,0.289,0.523
0.523,0.502,0.718,-1.506,0.225,0.123,0.096,0.037,-0.138,0.256,0.956,0,0.287,0.523
0.523,0.503,0.723,-1.511,0.225,0.123,0.096,0.037,-0.137,0.256,0.956,0.001,0.285,0.523
0.523,0.505,0.728,-1.516,0.224,0.122,0.095,0.036,-0.136,0.256,0.956,0.001,0.282,0.523
0.523,0.506,0.732,-1.52,0.224,0.122,0.095,0.036,-0.135,0.256,0.956,0,0.28,0.523
0.523,0.509,0.741,-1.528,0.223,0.122,0.094,0.036,-0.135,0.256,0.957,0,0.28,0.523
0.523,0.51,0.745,-1.532,0.223,0.121,0.093,0.036,-0.133,0.256,0.957,0.001,0.276,0.523
0.523,0.512,0.749,-1.535,0.222,0.121,0.093,0.035,-0.133,0.256,0.957,0.001,0.276,0.523
0.523,0.513,0.752,-1.539,0.222,0.121,0.092,0.035,-0.132,0.256,0.957,0.001,0.274,0.523
0.523,0.514,0.755,-1.542,0.222,0.121,0.092,0.035,-0.131,0.256,0.957,0,0.272,0.523
0.523,0.515,0.758,-1.545,0.221,0.121,0.091,0.035,-0.131,0.256,0.957,0,0.272,0.523
0.523,0.516,0.761,-1.548,0.221,0.121,0.091,0.035,-0.13,0.256,0.957,0,0.27,0.523
0.523,0.517,0.766,-1.552,0.221,0.12,0.09,0.035,-0.129,0.256,0.957,0.001,0.268,0.523
0.523,0.518,0.769,-1.555,0.22,0.12,0.09,0.035,-0.129,0.256,0.957,0.001,0.268,0.523
0.523,0.519,0.771,-1.557,0.22,0.12,0.09,0.034,-0.129,0.256,0.957,0.001,0.268,0.523
0.523,0.519,0.773,-1.558,0.22,0.12,0.09,0.034,-0.128,0.256,0.957,0,0.266,0.523
0.523,0.52,0.774,-1.56,0.22,0.12,0.09,0.034,-0.128,0.256,0.957,0,0.266,0.523
0.523,0.521,0.777,-1.563,0.219,0.12,0.089,0.034,-0.128,0.256,0.958,0,0.266,0.522
0.523,0.521,0.779,-1.564,0.219,0.12,0.089,0.034,-0.127,0.256,0.958,0,0.264,0.522
0.523,0.521,0.78,-1.565,0.219,0.119,0.089,0.034,-0.127,0.256,0.958,0,0.264,0.522
0.523,0.522,0.781,-1.566,0.219,0.119,0.089,0.034,-0.127,0.256,0.958,0,0.264,0.522
0.523,0.522,0.782,-1.567,0.219,0.119,0.089,0.034,-0.127,0.256,0.958,0,0.264,0.522
0.523,0.522,0.782,-1.568,0.219,0.119,0.089,0.034,-0.127,0.256,0.958,0,0.264,0.522
0.523,0.522,0.783,-1.568,0.219,0.119,0.089,0.034,-0.127,0.256,0.958,0,0.264,0.522
0.523,0.523,0.784,-1.569,0.219,0.119,0.088,0.034,-0.126,0.256,0.958,0.001,0.262,0.522
0.523,0.523,0.784,-1.569,0.219,0.119,0.088,0.034,-0.126,0.256,0.958,0.001,0.262,0.522
0.523,0.523,0.785,-1.57,0.219,0.119,0.088,0.034,-0.126,0.256,0.958,0.001,0.262,0.522
0.523,0.523,0.785,-1.57,0.219,0.119,0.088,0.034,-0.126,0.256,0.958,0.001,0.262,0.522
0.523,0.523,0.785,-1.57,0.219,0.119,0.088,0.034,-0.126,0.256,0.958,0.001,0.262,0.522
0.785,0.523,0.785,-1.57,0.181,0.169,0.088,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.523,0.785,-1.57,0.181,0.169,0.088,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.523,0.785,-1.57,0.181,0.169,0.088,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.523,0.785,-1.57,0.181,0.169,0.088,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.523,0.784,-1.569,0.181,0.169,0.088,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.523,0.784,-1.569,0.181,0.169,0.088,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.522,0.783,-1.568,0.181,0.169,0.089,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.522,0.782,-1.568,0.181,0.169,0.089,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.522,0.782,-1.567,0.181,0.169,0.089,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.522,0.781,-1.566,0.181,0.169,0.089,0.05,-0.121,0.379,0.916,0,0.263,0.785
0.785,0.521,0.78,-1.565,0.181,0.169,0.089,0.05,-0.122,0.379,0.916,0.001,0.264,0.785
0.785,0.521,0.779,-1.564,0.181,0.169,0.089,0.05,-0.122,0.379,0.916,0.001,0.264,0.785
0.785,0.52,0.776,-1.562,0.182,0.169,0.089,0.051,-0.122,0.379,0.916,0.001,0.265,0.784
0.785,0.52,0.774,-1.56,0.182,0.17,0.09,0.051,-0.122,0.379,0.916,0.001,0.265,0.784
0.785,0.519,0.773,-1.558,0.182,0.17,0.09,0.051,-0.123,0.379,0.916,0,0.267,0.785
0.785,0.519,0.771,-1.557,0.182,0.17,0.09,0.051,-0.123,0.379,0.916,0,0.267,0.785
0.785,0.517,0.766,-1.552,0.182,0.17,0.09,0.051,-0.124,0.379,0.916,0.001,0.269,0.785
0.785,0.516,0.764,-1.55,0.183,0.17,0.091,0.051,-0.124,0.379,0.916,0.001,0.269,0.785
0.785,0.516,0.761,-1.548,0.183,0.171,0.091,0.052,-0.125,0.379,0.916,0.001,0.271,0.785
0.785,0.515,0.758,-1.545,0.183,0.171,0.091,0.052,-0.125,0.379,0.915,0,0.272,0.785
0.785,0.514,0.755,-1.542,0.183,0.171,0.092,0.052,-0.126,0.379,0.915,0,0.274,0.785
0.785,0.513,0.752,-1.539,0.183,0.171,0.092,0.052,-0.126,0.379,0.915,0,0.274,0.785
0.785,0.512,0.749,-1.535,0.184,0.172,0.093,0.053,-0.127,0.379,0.915,0.001,0.276,0.785
0.785,0.509,0.741,-1.528,0.184,0.172,0.094,0.053,-0.128,0.379,0.915,0,0.278,0.785
0.785,0.508,0.737,-1.524,0.185,0.173,0.094,0.053,-0.129,0.379,0.915,0.001,0.28,0.786
0.785,0.506,0.732,-1.52,0.185,0.173,0.095,0.054,-0.13,0.379,0.915,0,0.282,0.785
0.785,0.505,0.728,-1.516,0.185,0.173,0.095,0.054,-0.13,0.379,0.915,0,0.282,0.785
0.785,0.503,0.723,-1.511,0.186,0.174,0.096,0.054,-0.131,0.379,0.915,0,0.284,0.785
0.785,0.5,0.713,-1.501,0.186,0.174,0.096,0.055,-0.132,0.379,0.914,0.001,0.287,0.786
0.785,0.498,0.707,-1.496,0.187,0.175,0.098,0.055,-0.134,0.378,0.914,0.001,0.291,0.784
0.785,0.497,0.701,-1.491,0.187,0.175,0.099,0.056,-0.135,0.378,0.914,0,0.293,0.784
0.785,0.495,0.695,-1.485,0.188,0.176,0.099,0.056,-0.136,0.378,0.914,0,0.295,0.784
0.785,0.491,0.682,-1.473,0.189,0.177,0.101,0.057,-0.138,0.378,0.914,0,0.3,0.784
0.785,0.489,0.676,-1.467,0.189,0.177,0.102,0.058,-0.139,0.378,0.913,0.001,0.303,0.785
0.785,0.486,0.669,-1.46,0.19,0.178,0.103,0.058,-0.14,0.378,0.913,0,0.304,0.785
0.785,0.484,0.662,-1.453,0.19,0.178,0.104,0.059,-0.141,0.378,0.913,0.001,0.307,0.785
0.785,0.479,0.647,-1.439,0.191,0.179,0.106,0.06,-0.144,0.378,0.913,0.001,0.313,0.785
0.785,0.477,0.639,-1.431,0.192,0.18,0.107,0.06,-0.145,0.378,0.912,0,0.315,0.786
0.785,0.474,0.63,-1.424,0.193,0.18,0.108,0.061,-0.147,0.378,0.912,0,0.32,0.786
0.785,0.469,0.621,-1.414,0.194,0.182,0.111,0.062,-0.15,0.377,0.912,0,0.326,0.784
0.785,0.466,0.605,-1.399,0.194,0.182,0.112,0.063,-0.151,0.377,0.912,0.001,0.329,0.784
0.785,0.46,0.59,-1.385,0.196,0.183,0.115,0.064,-0.154,0.377,0.911,0.001,0.335,0.785
0.785,0.457,0.577,-1.373,0.196,0.184,0.116,0.064,-0.156,0.377,0.911,0.001,0.339,0.785
0.785,0.451,0.562,-1.358,0.197,0.185,0.119,0.066,-0.159,0.377,0.91,0,0.346,0.785
0.785,0.448,0.547,-1.344,0.198,0.186,0.121,0.067,-0.161,0.377,0.91,0.001,0.35,0.785
0.785,0.445,0.536,-1.334,0.199,0.187,0.122,0.067,-0.163,0.377,0.91,0.001,0.354,0.786
0.785,0.441,0.527,-1.325,0.199,0.187,0.124,0.068,-0.164,0.376,0.909,0,0.357,0.784
0.785,0.434,0.516,-1.315,0.201,0.188,0.128,0.07,-0.168,0.376,0.909,0.001,0.366,0.784
0.785,0.431,0.492,-1.293,0.201,0.189,0.129,0.07,-0.17,0.376,0.908,0.001,0.37,0.785
0.785,0.431,0.492,-1.293,0.202,0.19,0.131,0.071,-0.172,0.376,0.908,0,0.374,0.785
0.785,0.423,0.471,-1.272,0.203,0.19,0.133,0.072,-0.174,0.376,0.907,0,0.379,0.786
0.785,0.419,0.464,-1.266,0.204,0.192,0.137,0.074,-0.178,0.375,0.907,0.001,0.388,0.784
0.785,0.412,0.44,-1.243,0.204,0.192,0.14,0.074,-0.18,0.375,0.906,0.001,0.392,0.785
0.785,0.408,0.42,-1.225,0.205,0.193,0.142,0.075,-0.182,0.375,0.906,0.001,0.396,0.785
0.785,0.404,0.411,-1.215,0.206,0.193,0.144,0.076,-0.184,0.375,0.905,0,0.401,0.786
0.785,0.4,0.398,-1.203,0.206,0.194,0.146,0.077,-0.186,0.375,0.905,0,0.405,0.786
0.785,0.392,0.385,-1.191,0.207,0.195,0.151,0.079,-0.19,0.374,0.904,0.001,0.415,0.784
0.785,0.388,0.359,-1.166,0.208,0.196,0.153,0.08,-0.193,0.374,0.904,0,0.421,0.784
0.785,0.383,0.342,-1.151,0.208,0.196,0.156,0.081,-0.195,0.374,0.903,0,0.426,0.785
0.785,0.379,0.329,-1.138,0.209,0.197,0.158,0.082,-0.197,0.374,0.903,0.001,0.43,0.785
0.785,0.375,0.315,-1.125,0.209,0.197,0.161,0.083,-0.199,0.373,0.902,0.001,0.435,0.784
0.785,0.366,0.301,-1.111,0.21,0.198,0.164,0.084,-0.202,0.373,0.902,0.001,0.441,0.784
0.785,0.362,0.277,-1.094,0.211,0.199,0.169,0.085,-0.206,0.373,0.901,0.001,0.449,0.785
0.785,0.357,0.259,-1.072,0.211,0.199,0.172,0.086,-0.209,0.373,0.9,0.001,0.456,0.786
0.785,0.348,0.249,-1.062,0.212,0.199,0.175,0.087,-0.211,0.372,0.899,0.001,0.461,0.785
0.785,0.343,0.22,-1.035,0.212,0.2,0.181,0.089,-0.216,0.372,0.898,0.001,0.472,0.786
0.785,0.339,0.206,-1.021,0.213,0.2,0.183,0.09,-0.218,0.372,0.898,0.001,0.476,0.786
0.785,0.334,0.186,-1.002,0.213,0.201,0.186,0.091,-0.221,0.371,0.897,0.001,0.483,0.785
0.785,0.329,0.171,-0.988,0.213,0.201,0.19,0.092,-0.223,0.371,0.897,0,0.487,0.784
0.785,0.325,0.161,-0.979,0.213,0.201,0.193,0.093,-0.226,0.371,0.896,0.001,0.494,0.785
0.785,0.32,0.151,-0.969,0.213,0.201,0.196,0.095,-0.228,0.371,0.895,0.001,0.499,0.786
0.785,0.315,0.126,-0.946,0.214,0.201,0.199,0.096,-0.231,0.37,0.895,0.001,0.506,0.784
0.785,0.305,0.116,-0.936,0.214,0.202,0.205,0.098,-0.236,0.37,0.893,0,0.517,0.785
0.785,0.301,0.081,-0.902,0.214,0.202,0.208,0.099,-0.238,0.37,0.893,0.001,0.521,0.785
0.785,0.301,0.08,-0.902,0.214,0.202,0.212,0.1,-0.241,0.369,0.892,0.001,0.528,0.784
0.785,0.291,0.055,-0.878,0.214,0.202,0.215,0.101,-0.243,0.369,0.891,0.001,0.533,0.785
0.785,0.281,0.035,-0.859,0.213,0.201,0.222,0.103,-0.249,0.368,0.89,0,0.546,0.784
0.785,0.276,0.004,-0.829,0.213,0.201,0.225,0.104,-0.251,0.368,0.889,0,0.55,0.785
0.785,0.271,-0.012,-0.815,0.213,0.201,0.228,0.105,-0.254,0.368,0.888,0.001,0.557,0.786
0.785,0.266,-0.027,-0.8,0.213,0.201,0.232,0.106,-0.256,0.368,0.888,0,0.561,0.786
0.785,0.262,-0.043,-0.785,0.213,0.2,0.235,0.107,-0.259,0.367,0.887,0,0.568,0.785
0.785,0.257,-0.058,-0.771,0.212,0.2,0.238,0.108,-0.261,0.367,0.886,0,0.573,0.785
0.785,0.247,-0.069,-0.761,0.212,0.199,0.245,0.11,-0.266,0.366,0.885,0,0.584,0.784
0.785,0.242,-0.1,-0.731,0.211,0.199,0.248,0.111,-0.269,0.366,0.884,0.001,0.591,0.785
0.785,0.242,-0.106,-0.726,0.211,0.198,0.252,0.112,-0.271,0.366,0.883,0.001,0.595,0.786
0.785,0.232,-0.136,-0.697,0.21,0.198,0.255,0.113,-0.274,0.365,0.882,0.001,0.602,0.785
0.785,0.227,-0.147,-0.687,0.21,0.197,0.258,0.114,-0.276,0.365,0.882,0,0.606,0.785
0.785,0.222,-0.167,-0.668,0.209,0.197,0.262,0.115,-0.279,0.365,0.881,0.001,0.613,0.786
0.785,0.213,-0.173,-0.663,0.208,0.196,0.268,0.117,-0.284,0.364,0.879,0.001,0.625,0.786
0.785,0.208,-0.208,-0.629,0.207,0.195,0.272,0.119,-0.286,0.364,0.878,0.001,0.63,0.786
0.785,0.203,-0.223,-0.615,0.206,0.194,0.275,0.12,-0.289,0.363,0.878,0.001,0.636,0.784
0.785,0.198,-0.238,-0.6,0.206,0.193,0.278,0.121,-0.291,0.363,0.877,0.001,0.641,0.784
0.785,0.194,-0.253,-0.586,0.205,0.193,0.281,0.122,-0.294,0.363,0.876,0,0.648,0.786
0.785,0.189,-0.268,-0.572,0.204,0.192,0.285,0.123,-0.296,0.362,0.875,0.001,0.653,0.784
0.785,0.18,-0.283,-0.558,0.202,0.19,0.291,0.124,-0.301,0.362,0.874,0.001,0.663,0.786
0.785,0.175,-0.313,-0.53,0.201,0.189,0.294,0.125,-0.303,0.361,0.873,0.001,0.668,0.784
0.785,0.171,-0.327,-0.516,0.2,0.188,0.297,0.126,-0.305,0.361,0.872,0.001,0.673,0.785
0.785,0.166,-0.342,-0.502,0.199,0.187,0.3,0.127,-0.308,0.361,0.871,0.001,0.679,0.786
0.785,0.162,-0.361,-0.485,0.198,0.186,0.303,0.128,-0.31,0.36,0.87,0.001,0.684,0.785
0.785,0.157,-0.375,-0.471,0.197,0.185,0.306,0.129,-0.312,0.36,0.87,0,0.689,0.785
0.785,0.157,-0.375,-0.471,0.195,0.183,0.312,0.131,-0.317,0.359,0.868,0,0.7,0.784
0.785,0.144,-0.413,-0.435,0.194,0.182,0.315,0.132,-0.319,0.359,0.867,0,0.705,0.785
0.785,0.14,-0.426,-0.422,0.193,0.181,0.318,0.133,-0.321,0.359,0.866,0,0.71,0.786
0.785,0.131,-0.445,-0.41,0.191,0.179,0.323,0.135,-0.325,0.358,0.865,0.001,0.719,0.784
0.785,0.127,-0.467,-0.384,0.19,0.178,0.326,0.136,-0.327,0.358,0.864,0.001,0.724,0.785
0.785,0.123,-0.48,-0.372,0.189,0.176,0.328,0.136,-0.33,0.357,0.863,0.001,0.73,0.785
0.785,0.119,-0.493,-0.36,0.187,0.175,0.331,0.137,-0.332,0.357,0.862,0.001,0.735,0.786
0.785,0.115,-0.505,-0.348,0.186,0.174,0.333,0.138,-0.334,0.357,0.862,0.001,0.739,0.786
0.785,0.11,-0.513,-0.34,0.184,0.172,0.338,0.14,-0.337,0.356,0.86,0.001,0.747,0.784
0.785,0.103,-0.545,-0.31,0.183,0.17,0.34,0.14,-0.339,0.356,0.859,0.001,0.751,0.786
0.785,0.1,-0.555,-0.301,0.181,0.169,0.343,0.141,-0.341,0.355,0.859,0,0.756,0.784
0.785,0.096,-0.562,-0.294,0.18,0.168,0.345,0.142,-0.343,0.355,0.858,0,0.761,0.785
0.785,0.092,-0.574,-0.283,0.179,0.167,0.347,0.143,-0.345,0.355,0.857,0,0.765,0.785
0.785,0.089,-0.59,-0.268,0.178,0.166,0.349,0.144,-0.347,0.355,0.856,0,0.77,0.786
0.785,0.082,-0.601,-0.257,0.175,0.163,0.353,0.145,-0.35,0.354,0.855,0,0.777,0.785
0.785,0.079,-0.623,-0.236,0.174,0.162,0.355,0.146,-0.352,0.354,0.854,0,0.782,0.786
0.785,0.075,-0.635,-0.226,0.173,0.161,0.357,0.146,-0.353,0.353,0.854,0,0.784,0.784
0.785,0.072,-0.644,-0.216,0.172,0.16,0.359,0.147,-0.355,0.353,0.853,0,0.789,0.785
0.785,0.066,-0.659,-0.202,0.17,0.158,0.363,0.148,-0.358,0.353,0.852,0.001,0.795,0.786
0.785,0.063,-0.674,-0.188,0.169,0.156,0.364,0.149,-0.36,0.352,0.851,0,0.8,0.784
0.785,0.06,-0.679,-0.184,0.167,0.155,0.366,0.15,-0.361,0.352,0.85,0.001,0.804,0.785
0.785,0.057,-0.693,-0.171,0.166,0.154,0.367,0.15,-0.363,0.352,0.85,0.001,0.807,0.786
0.785,0.051,-0.702,-0.161,0.164,0.152,0.37,0.151,-0.365,0.351,0.849,0,0.812,0.784
0.785,0.049,-0.718,-0.146,0.163,0.151,0.372,0.152,-0.367,0.351,0.848,0,0.817,0.785
0.785,0.046,-0.727,-0.139,0.162,0.15,0.373,0.152,-0.368,0.351,0.848,0.001,0.819,0.785
0.785,0.044,-0.734,-0.131,0.161,0.149,0.375,0.153,-0.369,0.351,0.847,0,0.822,0.786
0.785,0.041,-0.742,-0.124,0.16,0.148,0.376,0.153,-0.37,0.35,0.846,0,0.825,0.785
0.785,0.037,-0.757,-0.11,0.158,0.146,0.378,0.154,-0.373,0.35,0.845,0.001,0.831,0.786
0.785,0.034,-0.764,-0.103,0.157,0.145,0.379,0.155,-0.374,0.35,0.845,0,0.833,0.785
0.785,0.032,-0.769,-0.099,0.157,0.144,0.381,0.155,-0.375,0.35,0.845,0.001,0.835,0.786
0.785,0.03,-0.777,-0.091,0.156,0.144,0.382,0.156,-0.376,0.349,0.844,0.001,0.839,0.784
0.785,0.026,-0.789,-0.079,0.154,0.142,0.384,0.156,-0.378,0.349,0.843,0.001,0.843,0.786
0.785,0.025,-0.795,-0.074,0.153,0.141,0.384,0.157,-0.379,0.349,0.843,0,0.845,0.785
0.785,0.023,-0.801,-0.069,0.153,0.141,0.385,0.157,-0.379,0.349,0.842,0,0.846,0.786
0.785,0.021,-0.806,-0.064,0.152,0.14,0.386,0.157,-0.38,0.349,0.842,0.001,0.848,0.786
0.785,0.02,-0.811,-0.059,0.151,0.139,0.387,0.158,-0.381,0.348,0.842,0.001,0.85,0.783
0.785,0.018,-0.816,-0.054,0.151,0.138,0.388,0.158,-0.382,0.348,0.841,0,0.853,0.785
0.785,0.017,-0.82,-0.05,0.15,0.138,0.388,0.158,-0.382,0.348,0.841,0,0.853,0.785
0.785,0.014,-0.829,-0.042,0.149,0.137,0.39,0.159,-0.384,0.348,0.84,0,0.857,0.786
0.785,0.013,-0.833,-0.038,0.148,0.136,0.39,0.159,-0.384,0.348,0.84,0,0.857,0.786
0.785,0.012,-0.837,-0.035,0.148,0.136,0.391,0.159,-0.385,0.348,0.84,0.001,0.859,0.786
0.785,0.01,-0.84,-0.031,0.147,0.135,0.391,0.16,-0.386,0.348,0.84,0,0.862,0.785
0.785,0.009,-0.843,-0.028,0.147,0.135,0.392,0.16,-0.386,0.348,0.839,0,0.862,0.786
0.785,0.008,-0.846,-0.025,0.146,0.134,0.392,0.16,-0.387,0.347,0.839,0,0.864,0.784
0.785,0.008,-0.849,-0.022,0.146,0.134,0.393,0.16,-0.387,0.347,0.839,0,0.864,0.784
0.785,0.006,-0.854,-0.018,0.145,0.133,0.393,0.161,-0.388,0.347,0.839,0.001,0.867,0.784
0.785,0.005,-0.857,-0.015,0.145,0.133,0.394,0.161,-0.388,0.347,0.838,0.001,0.867,0.785
0.785,0.004,-0.859,-0.013,0.145,0.133,0.394,0.161,-0.388,0.347,0.838,0.001,0.867,0.785
0.785,0.004,-0.861,-0.012,0.144,0.132,0.394,0.161,-0.389,0.347,0.838,0,0.869,0.785
0.785,0.003,-0.864,-0.008,0.144,0.132,0.395,0.161,-0.389,0.347,0.838,0,0.869,0.785
0.785,0.002,-0.865,-0.007,0.144,0.132,0.395,0.161,-0.389,0.347,0.838,0,0.869,0.785
